appearance_id,game_id,player_id,player_club_id,player_current_club_id,date,player_name,competition_id,yellow_cards,red_cards,goals,assists,minutes_played
2222962_58016,2222962,58016,2477,55686,2012-07-13,Oleg Golodyuk,UKR1,0,0,0,0,90.0
2222962_58042,2222962,58042,2477,2477,2012-07-13,Igor Khudobyak,UKR1,0,0,0,1,45.0
2222962_58051,2222962,58051,2477,61825,2012-07-13,Mykhaylo Kopolovets,UKR1,0,0,0,0,3.0
2222962_58150,2222962,58150,2477,55686,2012-07-13,Andriy Tkachuk,UKR1,1,0,0,0,90.0
2222962_58252,2222962,58252,4482,18105,2012-07-13,Sergiy Siminin,UKR1,0,0,0,0,90.0
2222962_58425,2222962,58425,2477,16247,2012-07-13,Igor Oshchypko,UKR1,0,0,0,0,90.0
2222962_58976,2222962,58976,4482,6994,2012-07-13,Maksim Startsev,UKR1,0,0,0,0,90.0
2222962_65297,2222962,65297,4482,4482,2012-07-13,Danijel Subotic,UKR1,1,0,0,0,90.0
2222962_73185,2222962,73185,2477,2687,2012-07-13,Lucas Pérez,UKR1,1,0,1,0,90.0
2222962_91563,2222962,91563,4482,4482,2012-07-13,Aleksey Babyr,UKR1,0,0,0,0,11.0
2222962_94926,2222962,94926,2477,3691,2012-07-13,Oleksandr Kasyan,UKR1,0,0,0,0,73.0
2222962_97335,2222962,97335,2477,157,2012-07-13,Igor Plastun,UKR1,0,0,0,0,90.0
2222962_97859,2222962,97859,4482,16245,2012-07-13,Evgeniy Pavlov,UKR1,0,0,0,0,5.0
2224728_102132,2224728,102132,1053,1177,2012-07-13,Nicklas Helenius,DK1,0,0,0,0,90.0
2224728_102134,2224728,102134,1053,1177,2012-07-13,Kasper Kusk,DK1,0,0,0,0,90.0
2224728_119169,2224728,119169,678,86,2012-07-13,Aron Jóhannsson,DK1,0,0,0,0,90.0
2224728_1197,2224728,1197,678,678,2012-07-13,Peter Graulund,DK1,1,0,0,0,64.0
2224728_129092,2224728,129092,1053,1053,2012-07-13,Rasmus Thelander,DK1,0,0,0,0,2.0
2224728_148344,2224728,148344,1053,1053,2012-07-13,Lucas Andersen,DK1,0,0,0,0,74.0
2224728_14971,2224728,14971,678,678,2012-07-13,Hjalte Bo Nörregaard,DK1,0,0,0,0,16.0
2224728_15118,2224728,15118,1053,1053,2012-07-13,Thomas Augustinussen,DK1,0,0,0,1,90.0
2224728_15135,2224728,15135,1053,1053,2012-07-13,Rasmus Würtz,DK1,0,0,0,0,88.0
2224728_15386,2224728,15386,678,20100,2012-07-13,Sören Berg,DK1,0,0,0,0,54.0
2224728_22887,2224728,22887,678,20100,2012-07-13,Anders Kure,DK1,0,0,0,0,90.0
2224728_22917,2224728,22917,1053,173,2012-07-13,Kenneth Emil Petersen,DK1,1,0,0,0,90.0
2224728_22923,2224728,22923,678,678,2012-07-13,Steffen Rasmussen,DK1,0,0,0,0,90.0
2224728_23160,2224728,23160,678,1177,2012-07-13,Stephan Petersen,DK1,0,0,0,0,74.0
2224728_23201,2224728,23201,1053,20100,2012-07-13,Anders Due,DK1,0,0,0,0,90.0
2224728_26774,2224728,26774,678,678,2012-07-13,Atle Roar Haland,DK1,0,0,0,0,90.0
2224728_27612,2224728,27612,1053,1063,2012-07-13,Jeppe Curth,DK1,0,0,1,0,16.0
2224728_30699,2224728,30699,678,678,2012-07-13,Arthur Sorin,DK1,0,0,0,0,90.0
2224728_37222,2224728,37222,1053,1053,2012-07-13,Patrick Kristensen,DK1,0,0,0,0,26.0
2224728_48803,2224728,48803,1053,1053,2012-07-13,Jakob Ahlmann,DK1,1,0,0,0,64.0
2224728_5892,2224728,5892,678,678,2012-07-13,Martin Jörgensen,DK1,0,0,1,0,90.0
2224728_68948,2224728,68948,678,22110,2012-07-13,Osama Akharraz,DK1,0,0,0,0,36.0
2224728_70554,2224728,70554,1053,5818,2012-07-13,Nicholas Gotfredsen,DK1,0,0,0,0,90.0
2224728_77655,2224728,77655,678,678,2012-07-13,Davit Devdariani,DK1,0,0,0,1,26.0
2224728_89208,2224728,89208,678,987,2012-07-13,Casper Sloth,DK1,0,0,0,0,90.0
2224728_92248,2224728,92248,1053,1177,2012-07-13,Nicolai Larsen,DK1,0,0,0,0,90.0
2224728_93315,2224728,93315,1053,865,2012-07-13,Henrik Dalsgaard,DK1,0,0,0,0,90.0
2224728_96331,2224728,96331,678,173,2012-07-13,Mikkel Kirkeskov,DK1,0,0,0,0,90.0
2222958_103950,2222958,103950,6993,11127,2012-07-14,Roman Emeljanov,UKR1,0,0,0,0,67.0
2222958_137939,2222958,137939,6993,16704,2012-07-14,Tornike Okriashvili,UKR1,0,0,0,0,90.0
2222958_20137,2222958,20137,6414,36,2012-07-14,José Sosa,UKR1,0,0,1,1,90.0
2222958_211314,2222958,211314,6414,6414,2012-07-14,Denys Barvinko,UKR1,0,0,0,0,90.0
2222958_24026,2222958,24026,6993,16247,2012-07-14,Kostyantyn Kravchenko,UKR1,0,0,0,0,23.0
2222958_25618,2222958,25618,6414,16247,2012-07-14,Sergiy Pshenychnykh,UKR1,0,0,0,0,90.0
2222958_27378,2222958,27378,6414,6414,2012-07-14,Cleiton Xavier,UKR1,0,0,0,0,90.0
2222958_30694,2222958,30694,6414,6414,2012-07-14,Juan Manuel Torres,UKR1,0,0,0,0,90.0
2222958_30803,2222958,30803,6414,6414,2012-07-14,Cristian Villagra,UKR1,1,0,0,0,90.0
2222958_42631,2222958,42631,6414,6414,2012-07-14,Oleksandr Goryainov,UKR1,0,0,0,0,90.0
2222958_43288,2222958,43288,6993,2740,2012-07-14,Oleksandr Chyzhov,UKR1,1,0,0,0,90.0
2222958_43359,2222958,43359,6414,2740,2012-07-14,Pavlo Rebenok,UKR1,0,0,1,0,22.0
2222958_53299,2222958,53299,6993,2477,2012-07-14,Kostyantyn Yaroshenko,UKR1,0,0,0,0,86.0
2222958_53477,2222958,53477,6414,1025,2012-07-14,Jonathan Cristaldo,UKR1,0,0,0,0,2.0
2222958_53523,2222958,53523,6414,6414,2012-07-14,Marco Torsiglieri,UKR1,0,0,0,0,90.0
2222958_54576,2222958,54576,6414,984,2012-07-14,Sebastián Blanco,UKR1,0,0,0,0,12.0
2222958_55115,2222958,55115,6993,18303,2012-07-14,David Targamadze,UKR1,0,0,0,0,45.0
2222958_58035,2222958,58035,6993,26459,2012-07-14,Mykola Ishchenko,UKR1,1,0,0,0,90.0
2222958_58043,2222958,58043,6993,6993,2012-07-14,Rustam Khudzhamov,UKR1,0,0,0,0,90.0
2222958_58403,2222958,58403,6993,61825,2012-07-14,Denys Kozhanov,UKR1,0,0,0,0,90.0
2222958_58413,2222958,58413,6414,48332,2012-07-14,Volodymyr Lysenko,UKR1,0,0,0,0,68.0
2222958_58440,2222958,58440,6993,6993,2012-07-14,Sergiy Shevchuk,UKR1,0,0,0,0,90.0
2222958_68778,2222958,68778,6414,660,2012-07-14,Marlos,UKR1,0,0,0,1,78.0
2222958_76028,2222958,76028,6414,1091,2012-07-14,Taison,UKR1,1,0,0,0,88.0
2222958_89556,2222958,89556,6993,3690,2012-07-14,Vitaliy Fedotov,UKR1,0,0,0,0,45.0
2222958_92635,2222958,92635,6993,6993,2012-07-14,Oleksandr Mandzyuk,UKR1,0,0,0,0,4.0
2222958_94922,2222958,94922,6993,10690,2012-07-14,Bogdan Butko,UKR1,0,0,0,0,90.0
2222958_94931,2222958,94931,6993,6993,2012-07-14,Vitaliy Vitsenets,UKR1,1,0,0,0,90.0
2222960_112953,2222960,112953,6992,6992,2012-07-14,Dmytro Bezotosnyi,UKR1,0,0,0,0,90.0
2222960_121218,2222960,121218,6996,6996,2012-07-14,Yevgen Yeliseev,UKR1,0,0,0,0,90.0
2222960_134609,2222960,134609,6996,6996,2012-07-14,Mykola Gibalyuk,UKR1,0,0,0,0,90.0
2222960_1716,2222960,1716,6996,6996,2012-07-14,David Odonkor,UKR1,0,0,0,1,27.0
2222960_17206,2222960,17206,6996,6996,2012-07-14,Aleksandar Trisovic,UKR1,0,0,0,0,14.0
2222960_22378,2222960,22378,6992,1091,2012-07-14,Léo Matos,UKR1,1,0,2,0,88.0
2222960_25891,2222960,25891,6992,6992,2012-07-14,Anatoliy Didenko,UKR1,0,0,0,0,31.0
2222960_27172,2222960,27172,6992,6996,2012-07-14,Pavlo Kutas,UKR1,0,0,0,0,90.0
2222960_34771,2222960,34771,6996,6996,2012-07-14,Oleksandr Kosyrin,UKR1,0,0,0,0,38.0
2222960_35435,2222960,35435,6992,6996,2012-07-14,Lucian Burdujan,UKR1,1,0,0,0,59.0
2222960_35908,2222960,35908,6996,6996,2012-07-14,Mirko Raicevic,UKR1,1,0,0,0,90.0
2222960_4678,2222960,4678,6992,7179,2012-07-14,Markus Berger,UKR1,0,0,0,0,90.0
2222960_58514,2222960,58514,6992,6992,2012-07-14,Elis Bakaj,UKR1,0,0,0,0,81.0
2222960_58606,2222960,58606,6992,6992,2012-07-14,Sergiy Politylo,UKR1,0,0,0,1,90.0
2222960_62515,2222960,62515,6992,6992,2012-07-14,Ivan Bobko,UKR1,0,0,0,0,2.0
2222960_64711,2222960,64711,6992,11127,2012-07-14,Pablo Fontanello,UKR1,0,0,0,0,90.0
2222960_65542,2222960,65542,6992,1085,2012-07-14,Tiago Terroso,UKR1,0,0,0,0,9.0
2222960_69913,2222960,69913,6992,3691,2012-07-14,Kyrylo Kovalchuk,UKR1,0,0,0,0,90.0
2222960_71725,2222960,71725,6996,6996,2012-07-14,Oleksandr Nad,UKR1,0,0,0,0,90.0
2222960_72899,2222960,72899,6996,6996,2012-07-14,Oleksandr Sytnyk,UKR1,0,0,0,0,63.0
2222960_8480,2222960,8480,6992,6992,2012-07-14,Sito Riera,UKR1,1,0,0,0,90.0
2222960_85964,2222960,85964,6992,6992,2012-07-14,Anderson Mineiro,UKR1,0,0,0,1,90.0
2222960_85973,2222960,85973,6996,6996,2012-07-14,Andriy Grynchenko,UKR1,1,0,0,0,90.0
2222960_91377,2222960,91377,6996,6996,2012-07-14,Dmytro Trukhin,UKR1,0,0,1,0,90.0
2222960_91450,2222960,91450,6996,4128,2012-07-14,Oleg Mishchenko,UKR1,0,0,1,0,52.0
2222960_93976,2222960,93976,6996,6996,2012-07-14,Stanislav Pechenkin,UKR1,0,0,0,0,76.0
2222960_95239,2222960,95239,6996,6996,2012-07-14,Pavlo Shchedrakov,UKR1,1,0,0,0,90.0
2222960_96455,2222960,96455,6996,601,2012-07-14,Yevgen Makarenko,UKR1,0,0,0,0,90.0
2222961_104331,2222961,104331,338,2700,2012-07-14,Lukman Haruna,UKR1,1,0,0,0,45.0
2222961_114937,2222961,114937,338,338,2012-07-14,Dudu,UKR1,0,0,0,0,45.0
2222961_15033,2222961,15033,2783,2783,2012-07-14,Velizar Dimitrov,UKR1,0,0,0,0,85.0
2222961_16746,2222961,16746,338,124,2012-07-14,Niko Kranjcar,UKR1,0,0,0,0,69.0
2222961_18445,2222961,18445,338,338,2012-07-14,Betão,UKR1,0,0,0,0,90.0
2222961_24000,2222961,24000,2783,10690,2012-07-14,Vyacheslav Checher,UKR1,1,0,0,0,90.0
2222961_27108,2222961,27108,2783,2783,2012-07-14,Konstantinos Makridis,UKR1,0,0,0,0,90.0
2222961_27954,2222961,27954,338,338,2012-07-14,Ognjen Vukojevic,UKR1,1,0,0,0,90.0
2222961_43308,2222961,43308,2783,2783,2012-07-14,Denys Golaydo,UKR1,0,0,0,0,90.0
2222961_45196,2222961,45196,338,932,2012-07-14,Taras Mykhalyk,UKR1,0,0,0,0,90.0
2222961_45812,2222961,45812,2783,128,2012-07-14,Djordje Lazic,UKR1,0,0,0,0,90.0
2222961_48740,2222961,48740,338,14171,2012-07-14,Milos Ninkovic,UKR1,0,0,0,0,21.0
2222961_51232,2222961,51232,2783,589,2012-07-14,Danilo,UKR1,1,0,0,0,72.0
2222961_55734,2222961,55734,2783,3999,2012-07-14,Gevorg Ghazaryan,UKR1,0,0,0,0,90.0
2222961_59045,2222961,59045,2783,2783,2012-07-14,Pavlo Gryshchenko,UKR1,0,0,0,0,5.0
2222961_59389,2222961,59389,2783,6992,2012-07-14,Mykola Morozyuk,UKR1,0,0,0,0,90.0
2222961_60324,2222961,60324,2783,2783,2012-07-14,Gregory Nelson,UKR1,0,0,0,0,31.0
2222961_61952,2222961,61952,338,338,2012-07-14,Danilo Silva,UKR1,0,0,0,0,90.0
2222961_64308,2222961,64308,338,1467,2012-07-14,Brown Ideye,UKR1,0,0,1,0,90.0
2222961_69004,2222961,69004,338,1091,2012-07-14,Yevgen Khacheridi,UKR1,0,0,0,0,90.0
2222961_69015,2222961,69015,338,338,2012-07-14,Andriy Yarmolenko,UKR1,0,0,0,1,90.0
2222961_70754,2222961,70754,338,338,2012-07-14,Denys Garmash,UKR1,0,0,0,0,45.0
2222961_73769,2222961,73769,2783,2783,2012-07-14,Zé Soares,UKR1,0,0,0,0,59.0
2222961_74843,2222961,74843,2783,2783,2012-07-14,Vitaliy Ivanko,UKR1,0,0,0,0,18.0
2222961_85969,2222961,85969,2783,61825,2012-07-14,Oleksandr Bandura,UKR1,0,0,0,0,90.0
2222961_87893,2222961,87893,2783,2477,2012-07-14,Vasyl Pryima,UKR1,0,0,0,0,90.0
2222961_91931,2222961,91931,338,53646,2012-07-14,Denys Boyko,UKR1,0,0,0,0,90.0
2222961_9794,2222961,9794,338,338,2012-07-14,Oleg Gusev,UKR1,0,0,0,0,45.0
2222963_105362,2222963,105362,6994,39722,2012-07-14,Adolphe Teikeu,UKR1,1,0,0,0,90.0
2222963_105534,2222963,105534,6994,6994,2012-07-14,Artur Kaskov,UKR1,0,0,0,0,67.0
2222963_124182,2222963,124182,6994,968,2012-07-14,Sergiy Sydorchuk,UKR1,1,0,0,0,90.0
2222963_14927,2222963,14927,6994,6994,2012-07-14,Oleksiy Belik,UKR1,0,0,0,0,90.0
2222963_206717,2222963,206717,6994,667,2012-07-14,Eduard Sobol,UKR1,0,0,0,0,90.0
2222963_24010,2222963,24010,10690,10690,2012-07-14,Oleksandr Grytsay,UKR1,1,0,0,0,90.0
2222963_24670,2222963,24670,10690,10690,2012-07-14,Nikola Ignjatijevic,UKR1,0,0,0,0,45.0
2222963_37303,2222963,37303,10690,10690,2012-07-14,Zeljko Ljubenovic,UKR1,0,0,0,0,90.0
2222963_43276,2222963,43276,6994,6994,2012-07-14,Junior,UKR1,0,0,0,0,90.0
2222963_43393,2222963,43393,10690,10690,2012-07-14,Grygoriy Yarmash,UKR1,0,0,0,0,78.0
2222963_47375,2222963,47375,10690,6414,2012-07-14,Ivan Rodic,UKR1,0,0,0,1,35.0
2222963_49022,2222963,49022,6994,6994,2012-07-14,Vitaliy Rudenko,UKR1,0,0,0,0,90.0
2222963_58238,2222963,58238,10690,10690,2012-07-14,Mykyta Kamenyuka,UKR1,1,0,0,0,90.0
2222963_59249,2222963,59249,6994,6992,2012-07-14,Ivan Matyazh,UKR1,0,0,0,0,61.0
2222963_59266,2222963,59266,10690,10690,2012-07-14,Ilya Galyuza,UKR1,1,0,1,0,90.0
2222963_59269,2222963,59269,10690,10690,2012-07-14,Lucky Idahor,UKR1,0,0,1,0,90.0
2222963_59277,2222963,59277,10690,10690,2012-07-14,Dmytro Kozachenko,UKR1,0,0,0,0,90.0
2222963_59964,2222963,59964,6994,6994,2012-07-14,Yevgen Pisotskyi,UKR1,0,0,0,0,90.0
2222963_59973,2222963,59973,10690,3592,2012-07-14,Vitaliy Vernydub,UKR1,0,0,0,0,90.0
2222963_60790,2222963,60790,10690,121,2012-07-14,Toni Sunjic,UKR1,0,0,0,0,90.0
2222963_82608,2222963,82608,10690,10690,2012-07-14,Pavlo Khudzik,UKR1,0,0,0,0,45.0
2222963_85430,2222963,85430,10690,9007,2012-07-14,Jaba Lipartia,UKR1,0,0,0,0,55.0
2222963_86931,2222963,86931,6994,3592,2012-07-14,Yevgen Opanasenko,UKR1,0,0,0,0,90.0
2222963_87097,2222963,87097,6994,6993,2012-07-14,Sergiy Rudyka,UKR1,1,0,0,0,90.0
2222963_87864,2222963,87864,6994,6994,2012-07-14,Mohamed Achraf Khalfaoui,UKR1,1,0,0,0,29.0
2222963_90768,2222963,90768,10690,23611,2012-07-14,Yaroslav Oliynyk,UKR1,1,0,0,0,12.0
2222963_91259,2222963,91259,6994,6994,2012-07-14,Yuri Shturko,UKR1,0,0,0,0,23.0
2224732_100980,2224732,100980,5724,5724,2012-07-14,Mads Fenger,DK1,1,0,0,0,45.0
2224732_103428,2224732,103428,5817,173,2012-07-14,Björn Paulsen,DK1,0,0,0,0,27.0
2224732_103433,2224732,103433,5817,5818,2012-07-14,Jacob Tjörnelund,DK1,0,0,0,0,90.0
2224732_15039,2224732,15039,5724,1063,2012-07-14,Jonas Kamper,DK1,0,0,1,0,90.0
2224732_15049,2224732,15049,5817,5818,2012-07-14,Thomas Hansen,DK1,0,0,1,0,90.0
2224732_15243,2224732,15243,5817,5817,2012-07-14,Tommy Bechmann,DK1,0,0,0,0,12.0
2224732_15472,2224732,15472,5817,5817,2012-07-14,Hakon Opdal,DK1,0,0,0,0,90.0
2224732_161244,2224732,161244,5817,2414,2012-07-14,Conor O'Brien,DK1,0,0,1,0,90.0
2224732_20841,2224732,20841,5724,5817,2012-07-14,Anders Egholm,DK1,0,0,0,0,90.0
2224732_20844,2224732,20844,5817,5817,2012-07-14,Henrik Hansen,DK1,0,0,1,2,90.0
2224732_22176,2224732,22176,5724,1063,2012-07-14,Christian Keller,DK1,0,0,0,0,90.0
2224732_221916,2224732,221916,5817,1177,2012-07-14,Andreas Oggesen,DK1,0,0,0,0,8.0
2224732_22489,2224732,22489,5724,865,2012-07-14,Frank Kristensen,DK1,0,0,0,0,90.0
2224732_22516,2224732,22516,5724,5724,2012-07-14,Chris Sörensen,DK1,0,0,0,0,90.0
2224732_22913,2224732,22913,5724,865,2012-07-14,David Ousted,DK1,0,0,0,0,90.0
2224732_23111,2224732,23111,5724,5724,2012-07-14,Johnny Thomsen,DK1,0,0,0,0,90.0
